sex,country,year,age,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
female,Italy,2007,55-74 years,274,7020728,"3,9",,2203053380783,38935
female,Italy,2007,75+ years,171,3568393,"4,79",,2203053380783,38935
female,Italy,2008,15-24 years,36,2969403,"1,21",,2390729163615,41935
female,Italy,2008,25-34 years,97,3960976,"2,45",,2390729163615,41935
female,Italy,2008,35-54 years,295,9072205,"3,25",,2390729163615,41935
female,Italy,2008,5-14 years,3,2708656,"0,11",,2390729163615,41935
female,Italy,2008,55-74 years,313,7058147,"4,43",,2390729163615,41935
female,Italy,2008,75+ years,163,3640837,"4,48",,2390729163615,41935
female,Italy,2009,15-24 years,42,2969603,"1,41",,2185160183384,38101
female,Italy,2009,25-34 years,70,3872976,"1,81",,2185160183384,38101
female,Italy,2009,35-54 years,329,9209165,"3,57",,2185160183384,38101
female,Italy,2009,5-14 years,2,2725983,"0,07",,2185160183384,38101
female,Italy,2009,55-74 years,289,7103819,"4,07",,2185160183384,38101
female,Italy,2009,75+ years,149,3710834,"4,02",,2185160183384,38101
female,Italy,2010,15-24 years,31,2961065,"1,05",869,2125058244243,36869
female,Italy,2010,25-34 years,82,3781490,"2,17",869,2125058244243,36869
female,Italy,2010,35-54 years,292,9323044,"3,13",869,2125058244243,36869
female,Italy,2010,5-14 years,1,2743696,"0,04",869,2125058244243,36869
female,Italy,2010,55-74 years,294,7158216,"4,11",869,2125058244243,36869
female,Italy,2010,75+ years,161,3782232,"4,26",869,2125058244243,36869
female,Italy,2011,15-24 years,43,2887985,"1,49",873,2276292404601,40210
female,Italy,2011,25-34 years,59,3576333,"1,65",873,2276292404601,40210
female,Italy,2011,35-54 years,303,9218793,"3,29",873,2276292404601,40210
female,Italy,2011,5-14 years,2,2705018,"0,07",873,2276292404601,40210
female,Italy,2011,55-74 years,294,7136949,"4,12",873,2276292404601,40210
female,Italy,2011,75+ years,162,3786565,"4,28",873,2276292404601,40210
female,Italy,2012,15-24 years,44,2883565,"1,53",872,2072823157060,36497
female,Italy,2012,25-34 years,68,3504130,"1,94",872,2072823157060,36497
female,Italy,2012,35-54 years,325,9251393,"3,51",872,2072823157060,36497
female,Italy,2012,5-14 years,4,2718455,"0,15",872,2072823157060,36497
female,Italy,2012,55-74 years,317,7188550,"4,41",872,2072823157060,36497
female,Italy,2012,75+ years,175,3849653,"4,55",872,2072823157060,36497
female,Italy,2013,15-24 years,49,2892351,"1,69",873,2130491320659,37050
female,Italy,2013,25-34 years,66,3469280,"1,9",873,2130491320659,37050
female,Italy,2013,35-54 years,335,9372465,"3,57",873,2130491320659,37050
female,Italy,2013,5-14 years,4,2752044,"0,15",873,2130491320659,37050
female,Italy,2013,55-74 years,333,7290449,"4,57",873,2130491320659,37050
female,Italy,2013,75+ years,181,3943123,"4,59",873,2130491320659,37050
female,Italy,2014,15-24 years,46,2894944,"1,59",873,2151732868243,37035
female,Italy,2014,25-34 years,75,3445649,"2,18",873,2151732868243,37035
female,Italy,2014,35-54 years,371,9446533,"3,93",873,2151732868243,37035
female,Italy,2014,5-14 years,7,2778922,"0,25",873,2151732868243,37035
female,Italy,2014,55-74 years,275,7381373,"3,73",873,2151732868243,37035
female,Italy,2014,75+ years,158,4042740,"3,91",873,2151732868243,37035
female,Italy,2015,15-24 years,34,2874645,"1,18",,1832868490534,31537
female,Italy,2015,25-34 years,64,3394610,"1,89",,1832868490534,31537
female,Italy,2015,35-54 years,320,9386928,"3,41",,1832868490534,31537
female,Italy,2015,5-14 years,6,2775414,"0,22",,1832868490534,31537
female,Italy,2015,55-74 years,303,7434895,"4,08",,1832868490534,31537
female,Italy,2015,75+ years,156,4115435,"3,79",,1832868490534,31537
female,Italy,2016,15-24 years,,,,,,
female,Italy,2016,25-34 years,,,,,,
female,Italy,2016,35-54 years,,,,,,
female,Italy,2016,5-14 years,,,,,,
female,Italy,2016,55-74 years,,,,,,
female,Italy,2016,75+ years,,,,,,
female,Jamaica,1985,15-24 years,0,263000,0,"0,65",2100223150,1032
female,Jamaica,1985,25-34 years,0,164000,0,"0,65",2100223150,1032
female,Jamaica,1985,35-54 years,1,176000,"0,57","0,65",2100223150,1032
female,Jamaica,1985,5-14 years,0,279000,0,"0,65",2100223150,1032
female,Jamaica,1985,55-74 years,0,110000,0,"0,65",2100223150,1032
female,Jamaica,1985,75+ years,1,38000,"2,63","0,65",2100223150,1032
female,Jamaica,1986,15-24 years,0,255762,0,,2754566176,1342
female,Jamaica,1986,25-34 years,0,170678,0,,2754566176,1342
female,Jamaica,1986,35-54 years,0,184127,0,,2754566176,1342
female,Jamaica,1986,5-14 years,0,272073,0,,2754566176,1342
female,Jamaica,1986,55-74 years,0,114989,0,,2754566176,1342
female,Jamaica,1986,75+ years,0,40712,0,,2754566176,1342
female,Jamaica,1987,15-24 years,0,255517,0,,3286987552,1587
female,Jamaica,1987,25-34 years,1,177282,"0,56",,3286987552,1587
female,Jamaica,1987,35-54 years,1,187389,"0,53",,3286987552,1587
female,Jamaica,1987,5-14 years,1,270343,"0,37",,3286987552,1587
female,Jamaica,1987,55-74 years,0,116815,0,,3286987552,1587
female,Jamaica,1987,75+ years,0,41941,0,,3286987552,1587
female,Jamaica,1988,15-24 years,0,254647,0,,3828310735,1831
female,Jamaica,1988,25-34 years,1,183521,"0,54",,3828310735,1831
female,Jamaica,1988,35-54 years,0,191119,0,,3828310735,1831
female,Jamaica,1988,5-14 years,0,270202,0,,3828310735,1831
female,Jamaica,1988,55-74 years,0,118738,0,,3828310735,1831
female,Jamaica,1988,75+ years,1,43076,"2,32",,3828310735,1831
female,Jamaica,1989,15-24 years,0,253081,0,,4404970059,2087
female,Jamaica,1989,25-34 years,0,188945,0,,4404970059,2087
female,Jamaica,1989,35-54 years,0,195416,0,,4404970059,2087
female,Jamaica,1989,5-14 years,0,271221,0,,4404970059,2087
female,Jamaica,1989,55-74 years,0,120614,0,,4404970059,2087
female,Jamaica,1989,75+ years,0,44116,0,,4404970059,2087
female,Jamaica,1990,15-24 years,0,251027,0,671,4592224067,2155
female,Jamaica,1990,25-34 years,0,193286,0,671,4592224067,2155
female,Jamaica,1990,35-54 years,0,200357,0,671,4592224067,2155
female,Jamaica,1990,5-14 years,0,272608,0,671,4592224067,2155
female,Jamaica,1990,55-74 years,0,122353,0,671,4592224067,2155
female,Jamaica,1990,75+ years,0,45109,0,671,4592224067,2155
female,Jamaica,1991,15-24 years,0,250172,0,,4071219198,1889
female,Jamaica,1991,25-34 years,0,198469,0,,4071219198,1889
female,Jamaica,1991,35-54 years,0,206513,0,,4071219198,1889
female,Jamaica,1991,5-14 years,0,273692,0,,4071219198,1889
female,Jamaica,1991,55-74 years,0,122107,0,,4071219198,1889
female,Jamaica,1991,75+ years,0,46188,0,,4071219198,1889
female,Jamaica,1992,15-24 years,,,,,,
female,Jamaica,1992,25-34 years,,,,,,
female,Jamaica,1992,35-54 years,,,,,,
female,Jamaica,1992,5-14 years,,,,,,
female,Jamaica,1992,55-74 years,,,,,,
female,Jamaica,1992,75+ years,,,,,,
female,Jamaica,1993,15-24 years,,,,,,
female,Jamaica,1993,25-34 years,,,,,,
female,Jamaica,1993,35-54 years,,,,,,
female,Jamaica,1993,5-14 years,,,,,,
female,Jamaica,1993,55-74 years,,,,,,
female,Jamaica,1993,75+ years,,,,,,
female,Jamaica,1994,15-24 years,,,,,,
female,Jamaica,1994,25-34 years,,,,,,
female,Jamaica,1994,35-54 years,,,,,,
female,Jamaica,1994,5-14 years,,,,,,
female,Jamaica,1994,55-74 years,,,,,,
female,Jamaica,1994,75+ years,,,,,,
female,Jamaica,1995,15-24 years,,,,,,
female,Jamaica,1995,25-34 years,,,,,,
female,Jamaica,1995,35-54 years,,,,,,
female,Jamaica,1995,5-14 years,,,,,,
female,Jamaica,1995,55-74 years,,,,,,
female,Jamaica,1995,75+ years,,,,,,
female,Jamaica,1996,15-24 years,,,,,,
female,Jamaica,1996,25-34 years,,,,,,
female,Jamaica,1996,35-54 years,,,,,,
female,Jamaica,1996,5-14 years,,,,,,
female,Jamaica,1996,55-74 years,,,,,,
female,Jamaica,1996,75+ years,,,,,,
female,Jamaica,1997,15-24 years,,,,,,
female,Jamaica,1997,25-34 years,,,,,,
female,Jamaica,1997,35-54 years,,,,,,
female,Jamaica,1997,5-14 years,,,,,,
female,Jamaica,1997,55-74 years,,,,,,
female,Jamaica,1997,75+ years,,,,,,
female,Jamaica,1998,15-24 years,,,,,,
female,Jamaica,1998,25-34 years,,,,,,
female,Jamaica,1998,35-54 years,,,,,,
female,Jamaica,1998,5-14 years,,,,,,
female,Jamaica,1998,55-74 years,,,,,,
female,Jamaica,1998,75+ years,,,,,,
female,Jamaica,1999,15-24 years,,,,,,
female,Jamaica,1999,25-34 years,,,,,,
female,Jamaica,1999,35-54 years,,,,,,
female,Jamaica,1999,5-14 years,,,,,,
female,Jamaica,1999,55-74 years,,,,,,
female,Jamaica,1999,75+ years,,,,,,
female,Jamaica,2000,15-24 years,0,240410,0,"0,7",8985352832,3795
female,Jamaica,2000,25-34 years,0,216103,0,"0,7",8985352832,3795
female,Jamaica,2000,35-54 years,0,274223,0,"0,7",8985352832,3795
female,Jamaica,2000,5-14 years,0,278234,0,"0,7",8985352832,3795
female,Jamaica,2000,55-74 years,0,135178,0,"0,7",8985352832,3795
female,Jamaica,2000,75+ years,0,51452,0,"0,7",8985352832,3795
female,Jamaica,2001,15-24 years,1,240991,"0,41",,9178016493,3838
female,Jamaica,2001,25-34 years,0,214639,0,,9178016493,3838
female,Jamaica,2001,35-54 years,0,285588,0,,9178016493,3838
female,Jamaica,2001,5-14 years,0,277198,0,,9178016493,3838
female,Jamaica,2001,55-74 years,0,136886,0,,9178016493,3838
female,Jamaica,2001,75+ years,0,52415,0,,9178016493,3838
female,Jamaica,2002,15-24 years,0,242077,0,,9694169757,4013
female,Jamaica,2002,25-34 years,0,212410,0,,9694169757,4013
female,Jamaica,2002,35-54 years,0,297434,0,,9694169757,4013
female,Jamaica,2002,5-14 years,0,276937,0,,9694169757,4013
female,Jamaica,2002,55-74 years,0,138797,0,,9694169757,4013
female,Jamaica,2002,75+ years,0,53489,0,,9694169757,4013
female,Jamaica,2003,15-24 years,1,243223,"0,41",,9399447609,3852
female,Jamaica,2003,25-34 years,0,209698,0,,9399447609,3852
female,Jamaica,2003,35-54 years,0,309548,0,,9399447609,3852
female,Jamaica,2003,5-14 years,0,277205,0,,9399447609,3852
female,Jamaica,2003,55-74 years,0,140822,0,,9399447609,3852
female,Jamaica,2003,75+ years,0,54594,0,,9399447609,3852
female,Jamaica,2004,15-24 years,0,244042,0,,10150978155,4119
female,Jamaica,2004,25-34 years,0,206906,0,,10150978155,4119
female,Jamaica,2004,35-54 years,0,321246,0,,10150978155,4119
female,Jamaica,2004,5-14 years,0,277514,0,,10150978155,4119
female,Jamaica,2004,55-74 years,0,143063,0,,10150978155,4119
female,Jamaica,2004,75+ years,0,55661,0,,10150978155,4119
female,Jamaica,2005,15-24 years,1,244537,"0,41",729,11204416000,4505
female,Jamaica,2005,25-34 years,1,204405,"0,49",729,11204416000,4505
female,Jamaica,2005,35-54 years,5,331681,"1,51",729,11204416000,4505
female,Jamaica,2005,5-14 years,1,277318,"0,36",729,11204416000,4505
female,Jamaica,2005,55-74 years,0,145843,0,729,11204416000,4505
female,Jamaica,2005,75+ years,0,56690,0,729,11204416000,4505
female,Jamaica,2006,15-24 years,0,248379,0,,11905525197,4738
female,Jamaica,2006,25-34 years,0,205376,0,,11905525197,4738
female,Jamaica,2006,35-54 years,0,335304,0,,11905525197,4738
female,Jamaica,2006,5-14 years,0,276574,0,,11905525197,4738
female,Jamaica,2006,55-74 years,0,149156,0,,11905525197,4738
female,Jamaica,2006,75+ years,0,58027,0,,11905525197,4738
female,Jamaica,2007,15-24 years,,,,,,
female,Jamaica,2007,25-34 years,,,,,,
female,Jamaica,2007,35-54 years,,,,,,
female,Jamaica,2007,5-14 years,,,,,,
female,Jamaica,2007,55-74 years,,,,,,
female,Jamaica,2007,75+ years,,,,,,
female,Jamaica,2008,15-24 years,,,,,,
female,Jamaica,2008,25-34 years,,,,,,
female,Jamaica,2008,35-54 years,,,,,,
female,Jamaica,2008,5-14 years,,,,,,
female,Jamaica,2008,55-74 years,,,,,,
female,Jamaica,2008,75+ years,,,,,,
female,Jamaica,2009,15-24 years,1,257363,"0,39",,12038829246,4686
female,Jamaica,2009,25-34 years,1,211928,"0,47",,12038829246,4686
female,Jamaica,2009,35-54 years,0,343173,0,,12038829246,4686
female,Jamaica,2009,5-14 years,0,264297,0,,12038829246,4686
female,Jamaica,2009,55-74 years,1,159111,"0,63",,12038829246,4686
female,Jamaica,2009,75+ years,0,61282,0,,12038829246,4686
female,Jamaica,2010,15-24 years,0,260373,0,727,13191645686,5100
female,Jamaica,2010,25-34 years,0,215163,0,727,13191645686,5100
female,Jamaica,2010,35-54 years,0,345682,0,727,13191645686,5100
female,Jamaica,2010,5-14 years,0,258271,0,727,13191645686,5100
female,Jamaica,2010,55-74 years,0,163081,0,727,13191645686,5100
female,Jamaica,2010,75+ years,0,62329,0,727,13191645686,5100
female,Jamaica,2011,15-24 years,1,262579,"0,38",727,14439910353,5552
female,Jamaica,2011,25-34 years,0,218242,0,727,14439910353,5552
female,Jamaica,2011,35-54 years,1,346487,"0,29",727,14439910353,5552
female,Jamaica,2011,5-14 years,3,252024,"1,19",727,14439910353,5552
female,Jamaica,2011,55-74 years,1,168398,"0,59",727,14439910353,5552
female,Jamaica,2011,75+ years,0,63432,0,727,14439910353,5552
female,Jamaica,2012,15-24 years,,,,,,
female,Jamaica,2012,25-34 years,,,,,,
female,Jamaica,2012,35-54 years,,,,,,
female,Jamaica,2012,5-14 years,,,,,,
female,Jamaica,2012,55-74 years,,,,,,
female,Jamaica,2012,75+ years,,,,,,
female,Jamaica,2013,15-24 years,,,,,,
female,Jamaica,2013,25-34 years,,,,,,
female,Jamaica,2013,35-54 years,,,,,,
female,Jamaica,2013,5-14 years,,,,,,
female,Jamaica,2013,55-74 years,,,,,,
female,Jamaica,2013,75+ years,,,,,,
female,Jamaica,2014,15-24 years,,,,,,
female,Jamaica,2014,25-34 years,,,,,,
female,Jamaica,2014,35-54 years,,,,,,
female,Jamaica,2014,5-14 years,,,,,,
female,Jamaica,2014,55-74 years,,,,,,
female,Jamaica,2014,75+ years,,,,,,
female,Jamaica,2015,15-24 years,,,,,,
female,Jamaica,2015,25-34 years,,,,,,
female,Jamaica,2015,35-54 years,,,,,,
female,Jamaica,2015,5-14 years,,,,,,
female,Jamaica,2015,55-74 years,,,,,,
female,Jamaica,2015,75+ years,,,,,,
female,Jamaica,2016,15-24 years,,,,,,
female,Jamaica,2016,25-34 years,,,,,,
female,Jamaica,2016,35-54 years,,,,,,
female,Jamaica,2016,5-14 years,,,,,,
female,Jamaica,2016,55-74 years,,,,,,
female,Jamaica,2016,75+ years,,,,,,
female,Japan,1985,15-24 years,491,8366600,"5,87",791,1398892744821,12401
female,Japan,1985,25-34 years,817,8321600,"9,82",791,1398892744821,12401
female,Japan,1985,35-54 years,2582,17953700,"14,38",791,1398892744821,12401
female,Japan,1985,5-14 years,26,9041200,"0,29",791,1398892744821,12401
female,Japan,1985,55-74 years,2543,11024900,"23,07",791,1398892744821,12401
female,Japan,1985,75+ years,1553,2862400,"54,26",791,1398892744821,12401
female,Japan,1986,15-24 years,680,8548000,"7,96",,2078953333674,18288
female,Japan,1986,25-34 years,936,8051000,"11,63",,2078953333674,18288
female,Japan,1986,35-54 years,2787,18183000,"15,33",,2078953333674,18288
female,Japan,1986,5-14 years,53,8777000,"0,6",,2078953333674,18288
female,Japan,1986,55-74 years,2877,11355000,"25,34",,2078953333674,18288
female,Japan,1986,75+ years,1801,3049000,"59,07",,2078953333674,18288
female,Japan,1987,15-24 years,569,8757000,"6,5",,2532808573157,22137
female,Japan,1987,25-34 years,782,7874000,"9,93",,2532808573157,22137
female,Japan,1987,35-54 years,2496,18301000,"13,64",,2532808573157,22137
female,Japan,1987,5-14 years,17,8523000,"0,2",,2532808573157,22137
female,Japan,1987,55-74 years,2938,11656000,"25,21",,2532808573157,22137
female,Japan,1987,75+ years,1718,3230000,"53,19",,2532808573157,22137
female,Japan,1988,15-24 years,583,8959000,"6,51",,3071683013179,26687
female,Japan,1988,25-34 years,721,7769000,"9,28",,3071683013179,26687
female,Japan,1988,35-54 years,2438,18354000,"13,28",,3071683013179,26687
female,Japan,1988,5-14 years,30,8248000,"0,36",,3071683013179,26687
female,Japan,1988,55-74 years,2853,11962000,"23,85",,3071683013179,26687
female,Japan,1988,75+ years,1865,3398000,"54,89",,3071683013179,26687
female,Japan,1989,15-24 years,479,9119000,"5,25",,3054914166263,26389
female,Japan,1989,25-34 years,725,7749000,"9,36",,3054914166263,26389
female,Japan,1989,35-54 years,2306,18362000,"12,56",,3054914166263,26389
female,Japan,1989,5-14 years,27,7980000,"0,34",,3054914166263,26389
female,Japan,1989,55-74 years,2786,12244000,"22,75",,3054914166263,26389
female,Japan,1989,75+ years,1844,3577000,"51,55",,3054914166263,26389
female,Japan,1990,15-24 years,434,9143500,"4,75",814,3132817652848,26949
female,Japan,1990,25-34 years,698,7761900,"8,99",814,3132817652848,26949
female,Japan,1990,35-54 years,2184,18325800,"11,92",814,3132817652848,26949
female,Japan,1990,5-14 years,17,7764300,"0,22",814,3132817652848,26949
female,Japan,1990,55-74 years,2607,12588300,"20,71",814,3132817652848,26949
female,Japan,1990,75+ years,1814,3736000,"48,55",814,3132817652848,26949
female,Japan,1991,15-24 years,442,9337000,"4,73",,3584420077101,30688
female,Japan,1991,25-34 years,637,7665000,"8,31",,3584420077101,30688
female,Japan,1991,35-54 years,2039,18245000,"11,18",,3584420077101,30688
female,Japan,1991,5-14 years,14,7536000,"0,19",,3584420077101,30688
female,Japan,1991,55-74 years,2561,12912000,"19,83",,3584420077101,30688
female,Japan,1991,75+ years,1687,3912000,"43,12",,3584420077101,30688
female,Japan,1992,15-24 years,440,9292000,"4,74",,3908809463464,33320
female,Japan,1992,25-34 years,633,7810000,"8,1",,3908809463464,33320
female,Japan,1992,35-54 years,1998,18131000,"11,02",,3908809463464,33320
female,Japan,1992,5-14 years,32,7341000,"0,44",,3908809463464,33320
female,Japan,1992,55-74 years,2555,13232000,"19,31",,3908809463464,33320
female,Japan,1992,75+ years,1702,4072000,"41,8",,3908809463464,33320
female,Japan,1993,15-24 years,404,9233000,"4,38",,4454143876947,37832
female,Japan,1993,25-34 years,598,7933000,"7,54",,4454143876947,37832
female,Japan,1993,35-54 years,1955,18064000,"10,82",,4454143876947,37832
